name,prompt,negative_prompt,description,category
POSE_All_Fours_Display,"1girl, (on all fours:1.3), (presenting on hands and knees:1.2), all fours display, showing off on all fours, not yet penetrated, exhibiting rear","being penetrated, standing, lying",On all fours display — presentation only. Different from POSE_Doggystyle. Combos: ACTION_Showing_Ass; ARCHETYPE_Catgirl.,POSE
POSE_Arched_Back,"arched back, (back curve:1.2), flexible spine, chest thrust forward, dramatic arch, curved spine, body arched","slouched, hunched, straight back",Arched back,POSE
POSE_Ass_Up_Face_Down,"ass up face down, face down ass up, presenting ass, rear presentation, butt raised, face pressed down, downward dog","upright, standing",Face down ass up,POSE
POSE_Bent_Over,"bent over, bending forward, bent at waist, leaning forward, ass presented, offering ass, bent position","upright, straight, standing",Bent over,POSE
POSE_Body_Bent,"body bent, folded body, extreme flexibility, pretzel pose, body contortion, extreme bend","normal posture, rigid",Body bent extreme,POSE
POSE_Chair_Sex,"(chair sex:1.3), (sex on chair:1.2), seated intercourse, fucking on chair, riding on chair, chair penetration, desk chair sex","lying, standing, floor",Sex on chair. Combos: SCENE_Office; POSE_Cowgirl on chair; ARCHETYPE_Office_Lady.,POSE
POSE_Cowgirl,"cowgirl position, (girl on top:1.3), riding, woman on top, straddling, riding cock, bouncing on dick, reverse cowgirl","on bottom, underneath",Cowgirl,POSE
POSE_Doggystyle,"doggystyle, from behind, rear entry, doggy position, on all fours, ass up face down, bent over, from behind position","face to face, missionary",Doggystyle,POSE
POSE_From_Behind,"from behind, doggy style, back view, ass focus, sex from behind, rear entry, penetration from behind","face to face, front view",From behind,POSE
POSE_Full_Nelson,"full nelson, (arms restrained behind head:1.3), helpless, chest thrust out, vulnerable, lifted off ground, held in full nelson","free, unrestrained, standing",Full nelson,POSE
POSE_Hogtied,"hogtied, (rope bondage:1.3), hands and feet tied together, arched back, completely restrained, immobilized, hogbound","free, untied, unrestrained",Hogtied,POSE
POSE_Jack_O_Challenge,"jack-o challenge, ass up, head down, arched back, spreading cheeks, provocative pose, knees bent, jack-o pose","normal standing, upright",Jack-o challenge,POSE
POSE_Kabedon,"(kabedon:1.4), (hand against wall:1.3), pinned to wall, wall slam, cornered, dominant wall lean, trapped against wall, arm over shoulder wall","open space, lying, distance",Kabedon — pinned against wall. Combos: THEME_Maledom; EXPRESSION_Fear; EXPRESSION_Embarrassed.,POSE
POSE_Lap_Dance,"1girl, (lap dance:1.3), straddling lap, dancing on lap, sitting on lap grind, erotic lap dance, grinding in lap","standing, lying, distant",Lap dance. Combos: ACTION_Grinding_Rubbing; SCENE_Strip_Club; ARCHETYPE_Stripper.,POSE
POSE_Leg_Lock,"leg lock, (legs wrapped around waist:1.2), (legs crossed behind back:1.2), mating press, locking partner in, ankles locked","untangled, separate, distance",Leg lock,POSE
POSE_Legs_Behind_Head,"legs behind head, flexible, contortionist, extreme flexibility, legs folded back, acrobatic position","normal position, standing",Legs behind head,POSE
POSE_Legs_Crossed,"1girl, (legs crossed:1.3), cross-legged sitting, legs crossed over each other, seated crossed legs, knees crossed, thighs crossed, sitting with crossed legs","spread legs, open legs, standing",Legs crossed. Combos: ARCHETYPE_Office_Lady; SCENE_Office; CAMERA_Full_Body. More demure/composed than POSE_Sitting.,POSE
POSE_Mating_Press,"mating press, (legs pinned back:1.3), legs over head, deep penetration position, folded position, legs pressed down, breeding press","standing, normal position",Mating press,POSE
POSE_Missionary,"missionary position, face to face, on back, legs spread, facing each other, lying missionary, traditional position","from behind, standing",Missionary,POSE
POSE_On_Knees,"on knees, kneeling, kneeling position, knees on ground, submissive kneeling, kneeling posture","standing, lying, sitting",Kneeling,POSE
POSE_On_Stomach_After,"1girl, lying on stomach, after sex, exhausted after sex, messy hair, fluids on back, post-sex collapse, spent, passed out","active, energetic, sitting up",On stomach after sex,POSE
POSE_Piledriver,"(piledriver position:1.4), (legs folded overhead:1.3), shoulders on bed, legs over head, vertical penetration, extreme deep position","standing, sitting, normal position",Piledriver. Combos: ACTION_Penetration_Vaginal; BODY_Petite_Small; THEME_Maledom.,POSE
POSE_Prone_Bone,"prone bone, lying on stomach during sex, ass up slightly, face turned sideways, flat on bed, prone position sex","standing, sitting, face up",Prone bone,POSE
POSE_Reverse_Cowgirl,"1girl, (reverse cowgirl:1.4), (girl on top facing away:1.3), riding facing feet, back-facing cowgirl, back to partner, riding backward","facing forward, missionary",Reverse cowgirl. Ass visible — different from POSE_Cowgirl. Combos: CAMERA_Ass_Focus; BODY_Thicc_Voluptuous.,POSE
POSE_Seiza,"1girl, (seiza:1.3), (japanese kneeling:1.2), sitting on heels, formal japanese sit, traditional kneel, submissive formal sit","casual sitting, chair, lying",Seiza — Japanese formal kneeling. Combos: ARCHETYPE_Shrine_Maiden; THEME_BDSM_Submission.,POSE
POSE_Sitting,"1girl, sitting, sitting down, seated pose, relaxed seated, sitting on surface, comfortable sit","standing, lying down",Sitting pose,POSE
POSE_Sitting_Split,"1girl, sitting split, legs fully apart on ground, horizontal split, flexibility, open legs wide, crotch view","standing, closed legs",Sitting split,POSE
POSE_Sitting_Stool_Display,"1girl, (sitting on stool:1.3), (legs apart on stool:1.2), perched on bar stool, open legs seated, genital display while sitting, inviting seated pose, spread on chair","standing, lying, closed legs, floor",Sitting on stool/chair with legs apart — inviting display pose. Combos: POSE_Spread_Legs; SCENE_Strip_Club; CAMERA_Pussy_Focus; EXPRESSION_Inviting.,POSE
POSE_Spread_Legs,"1girl, (spread legs:1.4), legs apart, legs wide open, m-legs, open legs, displaying pussy, legs open invitation","closed legs, together, standing",Static legs-open position; emphasis on the open stance. Combos: GENITALS_Pussy_Detailed; CAMERA_Pussy_Focus. NOTE — STATIC display; see POSE_Spreading_Legs for active spreading.,POSE
POSE_Spreading_Legs,"1girl, spreading legs, pulling legs apart, holding legs open, open crotch, displaying genitals, legs held wide","closed legs, together",Active motion — character is in the act of pulling legs apart. Combos: CAMERA_From_Below; GROUP_MMF setup. NOTE — DYNAMIC action; see POSE_Spread_Legs for the static held-open version.,POSE
POSE_Squat_Spread,"1girl, (squatting:1.3), (spread squat:1.2), squatting with legs apart, wide squat, deep squat spread, crouching legs open, slavic squat spread, crotch visible squat","standing, sitting on chair, lying, closed legs",Squatting with spread legs — different from POSE_Squat_Toilet (no toilet context). Combos: CAMERA_Pussy_Focus; CAMERA_From_Below; GENITALS_Pussy_Detailed.,POSE
POSE_Squat_Toilet,"squatting, squat toilet, asian squat, toilet scene, restroom, wide stance squat, full squat, crouching over toilet","standing, lying, western toilet",Squat toilet,POSE
POSE_Standing_Sex,"standing sex, standing position, against wall, vertical sex, wall sex, standing fuck, standing intercourse","lying, sitting",Standing sex,POSE
POSE_Stuck_In_Wall,"1girl, (stuck in wall:1.4), (body through wall:1.3), lower body protruding from wall, trapped in wall, ass sticking out of wall, helpless wall stuck, only hips and legs visible","free, standing, no wall, fully visible","Stuck in wall — classic hentai trope. Lower body exposed, upper body hidden. Combos: THEME_Public_Use; THEME_Non_Con; CAMERA_Ass_Focus; ACTION_Penetration_Vaginal.",POSE
RACE_Alien_Girl,"1girl, (alien girl:1.3), (extraterrestrial:1.2), blue skin alien, green skin alien, antennae, alien features, sci-fi alien, otherworldly","human, earth, fantasy",Alien girl. Combos: SCENE_Spaceship; STYLE_3D_Render; LIGHTING_Bright_Clinical.,RACE
RACE_Android_Synthetic,"1girl, (android:1.4), (synthetic humanoid:1.3), robot girl, mechanical joints exposed, artificial skin panels, circuit patterns visible, cybernetic body, gynoid","fully human, no mechanical parts, fantasy",Android / synthetic humanoid. Combos: ARCHETYPE_Android; SCENE_Spaceship; LIGHTING_Bright_Clinical.,RACE
RACE_Angel_Girl,"1girl, (angel wings:1.3), halo, celestial, angelic, (holy wings:1.2), divine, heavenly, angelic beauty, white feather wings, ethereal glow","demon, devil, dark, no wings, no halo",Angel girl. Combos: LIGHTING_Volumetric_Rays; STYLE_Soft_Pastel; ARCHETYPE_Nurse (ironic). Conflicts: ARCHETYPE_Succubus.,RACE
RACE_Centaur_Girl,"1girl, (centaur:1.4), (horse body lower half:1.3), human upper half horse lower, centauress, equine lower body, four horse legs","fully human, no horse body, mermaid",Centaur girl. Combos: SCENE_Forest_Outdoor; BODY_Muscular_Fit upper; THEME_Size_Difference.,RACE
RACE_Dark_Elf_Female,"1girl, dark elf, (dark skin elf:1.3), (pointy ears:1.2), dark purple or black skin, white hair, elven, drow, silver jewelry","human, pale skin, round ears",Dark elf female,RACE
RACE_Demon_Girl,"1girl, demon girl, (small horns:1.2), tail, dark skin, demonic features, succubus-like, lightly demonic, attractive demon","human, angel, no horns, no tail",Demon girl race,RACE
RACE_Dragon_Girl,"1girl, (dragon girl:1.3), (dragon horns:1.2), dragon tail, scales on body, draconic features, (slit pupils:1.2), dragon wings optional, half-dragon, scale patches","human, no scales, no tail, elven",Dragon girl. Combos: ARCHETYPE_Demon_Queen; HAIR_Red_Flame; BODY_Muscular_Fit; LIGHTING_Dramatic_Shadow.,RACE
RACE_Elf_Female,"1girl, elf female, (pointy ears:1.3), long ears, elegant build, fair skin, ethereal beauty, elven features, graceful","human, male, round ears, orc",Elf female,RACE
RACE_Fairy_Tiny,"1girl, (fairy:1.3), (tiny fairy:1.2), miniature fairy, small wings, fairy wings, tiny size, fae, pixie, small magical being","giant, normal size, no wings",Tiny fairy. Combos: THEME_Size_Difference; SCENE_Forest_Outdoor; LIGHTING_Volumetric_Rays.,RACE
RACE_Fox_Kitsune,"1girl, (kitsune:1.3), fox girl, fox ears, (fox tail:1.2), multiple tails optional, orange fur ears, Japanese fox spirit, fox spirit girl","human, round ears, no tail",Fox spirit / kitsune. Combos: SCENE_Japanese_Night; HAIR_Red_Flame; HAIR_White_Silver; LIGHTING_Night_Moonlit.,RACE
RACE_Goblin_Female,"goblin female, (green skin:1.2), shortstack, pointy ears, petite curvy, monster girl, goblin girl, cute goblin","human, tall, male, orc",Goblin female,RACE
RACE_Goblin_Male,"goblin male, (green skin:1.2), short stature, pointy ears, cunning face, monster boy, goblin features, wiry build","human, tall, female, orc",Goblin male,RACE
RACE_Insect_Girl,"1girl, (insect girl:1.3), (bug girl:1.2), compound eyes, antennae, chitinous armor, insectoid features, exoskeleton patches, mandibles, multi-limbed optional","human, mammal, fluffy, fur, no exoskeleton",Insect / bug girl hybrid. Combos: THEME_Monster_Girl; THEME_Monster_Tentacle (extra limbs); ACTION_Oviposition (insect eggs).,RACE
RACE_Mermaid,"1girl, (mermaid:1.4), (fish tail lower half:1.3), human upper half fish lower, scales on tail, mermaid tail, aquatic lower body","human legs, furry, no tail",Mermaid. Combos: SCENE_Beach; LIGHTING_Underwater; LIGHTING_Backlit_Silhouette.,RACE
RACE_Mimic_Girl,"1girl, (mimic:1.3), (treasure chest monster:1.2), mimic creature girl, tongue from chest, sharp teeth maw, disguised as object, luring prey, mimic monster girl","normal furniture, human, no monster features",Mimic monster girl — treasure-chest/object lure. Combos: SCENE_Fantasy_Dungeon; THEME_Monster_Girl; STYLE_Dark_Fantasy.,RACE
RACE_Oni_Girl,"1girl, (oni girl:1.3), (japanese demon:1.2), large oni horns, club weapon, strong oni, red or blue skin, white hair oni, traditional demon japan","western demon, no horns, angel",Oni girl — Japanese demon. Different from RACE_Demon_Girl. Combos: SCENE_Japanese_Night.,RACE
RACE_Orc_Female,"orc female, (green skin:1.2), tusks, monster girl, fit orcish body, (muscular:1.1), strong female orc, green-skinned","human, male, pale skin, elven",Orc female,RACE
RACE_Orc_Male,"orc male, (green skin:1.2), muscular, tusks, monster boy, strong orcish build, grey-green skin, intimidating","human, female, pale skin, elven",Orc male,RACE
RACE_Plant_Girl,"1girl, (plant girl:1.3), (flower girl:1.2), vine body, floral features, plant-based being, flower petals, leafy appendages, nature spirit","human, animal, mechanical",Plant / flower girl. Combos: SCENE_Forest_Outdoor; LIGHTING_Soft_Warm; THEME_Monster_Tentacle.,RACE
RACE_Slime_Girl,"1girl, (slime girl:1.3), (translucent body:1.2), gelatinous body, slime body, slime creature girl, see-through slime, gooey body, dripping slime","solid, opaque, normal skin, no slime",Slime girl. Combos: FLUIDS_Pussy_Juice (thematically consistent); transparent clothing implied; LIGHTING adds interesting effects.,RACE
RACE_Spider_Girl,"1girl, (spider girl:1.4), (arachne:1.3), spider lower body, multiple eyes, web spinnerets, eight legs, arachnid features, spider abdomen, silk threads","human legs, no spider body, centaur, normal eyes","Spider / arachne girl — human upper, spider lower. Combos: SCENE_Fantasy_Dungeon; ACTION_Tentacle_Restrain (webbing); THEME_Non_Con.",RACE
RACE_Vampire_Girl,"1girl, (vampire:1.3), fangs, pale skin, red eyes, vampire girl, blood, gothic, pale vampire, undead beauty, (vampire fangs:1.2)","tan, mortal, no fangs, human",Vampire girl. Combos: STYLE_Dark_Gothic; SCENE_Dungeon_Basement; LIGHTING_Dim_Dark; HAIR_Black; HAIR_White_Silver.,RACE
RACE_Wolf_Girl,"1girl, (wolf ears:1.3), (wolf tail:1.2), wolf girl, werewolf girl, canine ears, wolfgirl, grey wolf ears, fluffy wolf tail","human, no ears, no tail, cat ears",Wolf girl. Combos: BODY_Muscular_Fit; HAIR_Silver; dominant THEME styles; SCENE_Forest_Outdoor.,RACE
RACE_Worm_Parasite,"(parasite worm:1.4), (tentacle worm creature:1.3), writhing worms, parasitic creature, slithering tendrils, alien worm, burrowing worm monster, phallic worm creature","human, tentacle beast, large monster, cute","Parasitic worm creature — not a girl race, but a monster entity. Combos: THEME_Monster_Tentacle; ACTION_Oviposition; THEME_Corruption_Physical.",RACE
RATING_Hardcore_Explicit,"explicit, hardcore, graphic, uncensored, sexually explicit, pornographic, xxx, adult content, NSFW","censored, softcore, implied, mild",Explicit hardcore rating,RATING
RATING_Uncensored,"uncensored, no censorship, visible genitals, explicit genitals, no mosaic, no bars, fully visible, nothing hidden","censored, mosaic, bars, pixelated",Uncensored rating,RATING
SCENE_Alley_Street,"dark alley, back alley, street, urban, city alley, dirty alley, narrow alley, against wall, outdoor alley","indoor, clean, bedroom",Dark alley setting,SCENE
SCENE_Bathroom_Shower,"bathroom, shower, bathtub, (wet setting:1.2), shower scene, bath, bathroom stall, steamy bathroom, tiles, hot steam","outdoor, bedroom, dry location",Bathroom shower,SCENE
SCENE_Beach,"beach, sand, ocean, seaside, beach setting, shoreline, coastal, sunny beach, tropical beach, waves","indoor, urban, cold",Beach setting,SCENE
SCENE_Bedroom,"bedroom, bed, on bed, bedroom setting, in bed, lying on bed, bedsheets, pillows, bedroom background, intimate setting","outdoor, public, standing",Bedroom setting,SCENE
SCENE_Breeding_Chamber,"(breeding chamber:1.3), (monster breeding pit:1.2), organic walls, fleshy interior, egg sacs, mucus-coated floor, pulsating walls, alien hive interior, biomechanical breeding room","clean, modern, bedroom, outdoor, mechanical",Monster breeding chamber / hive interior. Combos: ACTION_Oviposition; THEME_Monster_Breeding; THEME_Monster_Tentacle; LIGHTING_Dim_Dark.,SCENE
SCENE_Car,"(inside car:1.3), (car interior:1.2), back seat, car sex, vehicle interior, car window steamed, parked car, car backseat","outdoor open, home, public place",Car interior. Combos: THEME_NTR_Cheating; LIGHTING_Dim_Dark; CLOTHES_Partially_Clothed.,SCENE
SCENE_Changing_Room,"(changing room:1.3), (fitting room:1.2), dressing room, store changing room, fitting booth, mirror in changing room, curtain","outdoor, bedroom, bathroom",Changing room. Combos: THEME_Voyeurism; CLOTHES_Partially_Clothed; NTR scenarios.,SCENE
SCENE_Church,"(church interior:1.3), (chapel:1.2), church pews, altar, stained glass, cathedral, cross on wall, religious building interior","outdoor, modern, secular",Church / chapel. Combos: ARCHETYPE_Nun; ARCHETYPE_Priestess; THEME_Corruption_Moral.,SCENE
SCENE_Dungeon_Basement,"dungeon, basement, dark room, BDSM dungeon, chains on walls, stone walls, dark dungeon, underground room","bright, outdoor, normal room",Dungeon basement,SCENE
SCENE_Fantasy_Dungeon,"(fantasy dungeon:1.3), monster lair, fantasy underground, cave dungeon, torchlit cavern, monster cave, RPG dungeon, fantasy prison","modern BDSM dungeon, bedroom, clean",Fantasy RPG dungeon — different from SCENE_Dungeon_Basement. Combos: THEME_Monster_Tentacle; RACE_Dragon_Anthro.,SCENE
SCENE_Forest_Outdoor,"forest, trees, woodland, outdoor nature, under the trees, green forest, natural setting, forest floor","indoor, urban, city",Forest outdoor setting,SCENE
SCENE_Gym,"(gym:1.3), (locker room:1.2), fitness center, workout room, exercise machines, weight room, sports locker, after workout","outdoor, bedroom, office",Gym / locker room. Combos: ARCHETYPE_Cheerleader; BODY_Muscular_Fit; CLOTHES_Fitness_Wear.,SCENE
SCENE_Hot_Spring,"onsen, hot spring, steam, (hot spring water:1.2), japanese bath, thermal bath, steam rising, relaxing water","cold, indoor, dry setting",Onsen hot spring,SCENE
SCENE_Japanese_Night,"feudal japan, japanese architecture, wooden structure, (paper lanterns:1.2), torii gate, japanese garden, wooden floor, BREAK (night sky:1.2), full moon, stars, moonlight, blue night lighting, shadows, night atmosphere","daylight, modern, western architecture",Japanese feudal night scene,SCENE
SCENE_Kitchen,"(kitchen:1.3), kitchen counter, cooking area, kitchen setting, stove, kitchen tile, domestic kitchen","bedroom, outdoor, office",Kitchen. Combos: CLOTHES_Apron_Naked; ARCHETYPE_Maid; ARCHETYPE_Onee_San.,SCENE
SCENE_Love_Hotel,"love hotel, hotel room, motel, rented room, hotel bed, hotel setting, short-stay hotel","home, outdoor, public",Love hotel,SCENE
SCENE_Monster_Lair,"(monster lair:1.3), (creature den:1.2), bone-littered cave, dark cavern, monster nest, ominous cave, skulls and bones, damp cave floor, stalactites, glowing fungi","clean, modern, bright, bedroom, office",Monster lair / den — more primal than SCENE_Fantasy_Dungeon (RPG). Combos: RACE_Orc_Male; THEME_Non_Con; LIGHTING_Fire_Glow.,SCENE
SCENE_Night_Club,"(nightclub:1.3), (dance club:1.2), club interior, dark club with lights, dance floor, club scene, VIP booth, nightlife setting","strip club, daytime, outdoor",Night club — different from SCENE_Strip_Club. Combos: ARCHETYPE_Gyaru; LIGHTING_Neon_Colorful.,SCENE
SCENE_Office,"office, desk, office desk, workplace, at work, office setting, corporate, desk sex, office room, cubicle","home, outdoor, casual",Office workplace,SCENE
SCENE_Pool,"(swimming pool:1.3), (poolside:1.2), pool water, tiles, pool ladder, outdoor pool, indoor pool","ocean, hot spring, bathroom",Swimming pool. Combos: CLOTHES_Swimsuit_School; CLOTHES_Micro_Bikini; CLOTHES_Swimsuit_Onepiece.,SCENE
SCENE_Prison_Cell,"(prison cell:1.3), (jail cell:1.2), iron bars, cell bars, concrete floor, small cell, prisoner setting, locked cell","free, outdoor, bedroom",Prison cell. Combos: THEME_Non_Con; THEME_BDSM_Bondage; ACCESSORY_Handcuffs.,SCENE
SCENE_Public_Outdoor,"public, outdoor, outside, public place, street, alley, park, risky location, open air, public sex","private, bedroom, indoor",Public outdoor location,SCENE
SCENE_Rooftop,"(rooftop:1.3), (city rooftop:1.2), building roof, urban rooftop, skyline view, roof at night","indoor, underground, basement",Rooftop urban. Combos: LIGHTING_Night_Moonlit; ARCHETYPE_Kunoichi; SCENE_Alley_Street adjacent.,SCENE
SCENE_School_Classroom,"classroom, school, desk, (school setting:1.2), after school, school building, chalkboard, empty classroom, school room","office, home, outdoors, students present",Empty classroom setting,SCENE
SCENE_Spaceship,"(spaceship interior:1.3), (sci-fi spacecraft:1.2), space station, metal walls, futuristic interior, zero gravity room, sci-fi environment","fantasy, medieval, outdoor nature",Spaceship / space station. Combos: RACE_Alien_Girl; ARCHETYPE_Android; STYLE_3D_Render.,SCENE
SCENE_Storage_Closet,"(storage closet:1.2), (supply closet:1.2), small room, cramped space, closet sex, utility room, tight space, secret small room","open space, bedroom, outdoor",Storage closet. Combos: THEME_Office_Romance; THEME_Student_Teacher; CLOTHES_Partially_Clothed.,SCENE
SCENE_Strip_Club,"(strip club:1.3), nightclub, (stage with pole:1.2), neon lights, dark club, strip club interior, lap dance setting, club stage, club chairs","outdoor, bedroom, bright",Strip club scene. Combos: ACTION_Pole_Dance; ACTION_Striptease; ARCHETYPE_Stripper; LIGHTING_Neon_Colorful.,SCENE
SCENE_Swamp,"(swamp:1.3), (marshland:1.2), murky water, bog, dead trees, fog over water, moss-covered, eerie wetland, stagnant water, swamp gas, vines hanging","clean water, ocean, indoor, city, dry",Swamp / marshland. Combos: RACE_Plant_Girl; THEME_Monster_Tentacle; LIGHTING_Dim_Dark; STYLE_Dark_Fantasy.,SCENE
SCENE_Toilet_Public,"(public restroom:1.2), public toilet, bathroom stall, tiled floor, bathroom cubicle, toilet visible, public WC, urinal background, restroom setting","bedroom, private, outdoor",Public toilet/restroom scene. Combos: POSE_Squat_Toilet; THEME_Public_Exhibition; CLOTHES_Partially_Clothed.,SCENE
SCENE_Train_Public,"train, train car, public transportation, subway, crowded train, train interior, on train, railway, commute","private, empty room, home",Train public transport,SCENE
SCENE_Under_Table,"(under table:1.3), (beneath desk:1.2), hidden under table, view from under desk, table overhead, legs visible, secret under-desk view, concealed position","on table, standing, open room, no table",Under table / desk perspective. Combos: ACTION_Oral_Blowjob; SCENE_Office; SCENE_School_Classroom; THEME_Student_Teacher.,SCENE
STATE_Ahegao_Extreme,"1girl, (ahegao:1.5), (rolled eyes:1.4), (crossed eyes:1.3), (tongue out:1.3), excessive drooling, fucked silly, mind break expression, pleasure face, eyes rolling back, exaggerated expression","normal face, closed mouth, composed, calm expression",Extreme ahegao expression,STATE
STATE_BBC_Addiction,"1girl, (bbc addiction:1.3), (cock drunk:1.2), addicted expression, devoted to cock, obsessed, can't-live-without-it face, lustful fixation, worshipful stare at penis","unimpressed, neutral, disgusted, rejecting",BBC addiction / cock-drunk state. Combos: THEME_QoS_Lifestyle; STATE_Heart_Eyes; STATE_Ahegao_Extreme; EXPRESSION_Lustful.,STATE
STATE_Blushing_Flushed,"1girl, (heavy blushing:1.3), flushed face, red face, blushing cheeks, heated face, embarrassed blush, aroused flush, pink cheeks, red ears","pale, normal color, calm",Heavy blushing,STATE
STATE_Confident_Dominant,"1girl, (confident expression:1.3), (dominant aura:1.2), powerful stance, self-assured, commanding presence, alpha energy, dominant personality","submissive, timid, scared, shy",Confident dominant state. Combos: THEME_Femdom; ARCHETYPE_Dominatrix; EXPRESSION_Smug.,STATE
STATE_Crying_Tears,"1girl, crying, tears, teary eyes, (tears streaming:1.3), sobbing, weeping, tear-stained face, watery eyes","dry eyes, no tears, happy",Crying with tears,STATE
STATE_Drugged_Aphrodisiac,"1girl, drugged, (aphrodisiac:1.3), forced arousal, chemical arousal, under influence, heightened sensitivity, uncontrollable lust","natural, sober, normal arousal, love potion, potion bottle, potion vial, magic potion",Drugged with aphrodisiac,STATE
STATE_Drunk_Intoxicated,"1girl, drunk, intoxicated, tipsy, flushed from drinking, dizzy, unfocused eyes, inebriated, wasted, under influence","sober, clear-headed, alert, focused",Intoxicated state,STATE
STATE_Egg_Stuffed,"1girl, (egg-filled belly:1.4), (eggs visible inside:1.3), distended stomach from eggs, round belly full of eggs, egg bulge, egg-stuffed, impregnated with eggs","flat stomach, normal pregnancy, cum inflation, empty",Belly full of monster eggs — aftermath of oviposition. Combos: ACTION_Oviposition; THEME_Monster_Breeding; FLUIDS_Cum_Inflation (similar belly).,STATE
STATE_Exhausted_Used,"1girl, exhausted, fucked out, worn out, passed out, collapsed, depleted, spent, used up, drained, barely conscious, limp after sex","energetic, fresh, active, alert",Post-sex exhaustion,STATE
STATE_Heart_Eyes,"1girl, (heart-shaped pupils:1.4), heart eyes, love eyes, hearts in eyes, lovestruck, infatuated, charmed, lovesick, hearts","normal eyes, regular pupils",Heart pupils,STATE
STATE_Hypnotized,"1girl, (hypnotized:1.4), (blank trance:1.3), trance state, glazed eyes, blank hypnotic expression, dazed, mesmerized blank, under hypnotic spell","alert, aware, focused, resisting",Hypnotized / trance — more subtle than STATE_Mind_Break. Combos: THEME_Hypnosis_Spiral; THEME_Mind_Control.,STATE
STATE_Lustful_Face,"1girl, lustful face, (bedroom eyes:1.3), heavy lidded eyes, seductive gaze, parted lips, flushed cheeks, heavy breathing, lewd expression, desire, hungry eyes, craving","blank, neutral, disgusted, afraid",Subtle seduction — bedroom eyes; heavy lids; parted lips. Quieter than EXPRESSION_Lustful. Combos: CAMERA_Face_Close; LIGHTING_Dim_Dark. Note: less intense than EXPRESSION_Lustful.,STATE
STATE_Mind_Break,"1girl, mind break, (empty eyes:1.4), (broken mind:1.3), defeated, lost sanity, mentally broken, blank stare, zombie eyes, braindead, no thoughts, broken will","sane, aware, alert, focused, cracked face, porcelain cracks, cracked skin, cracked doll",Mind break state,STATE
STATE_Nipples_Through_Clothes,"1girl, (nipples visible through clothing:1.3), (poking nipples through fabric:1.2), hard nipples through shirt, nipple bumps, erect nipples under clothes, see-through top nipples","topless, nude, thick clothing, padded bra",Nipples visibly poking/showing through clothing. Combos: CLOTHES_Sweater_Oversized; CLOTHES_Fitness_Wear; BREASTS_Nipples_Detailed.,STATE
STATE_Orgasming,"1girl, (orgasm:1.4), (climaxing:1.3), at moment of orgasm, cumming, peak climax, orgasmic release, mid-orgasm, tipping point","pre-orgasm, post-orgasm, calm",Mid-orgasm state. More specific than STATE_Pleasure_Ecstasy. Combos: FLUIDS_Squirting; ACTION_Forced_Orgasm.,STATE
STATE_Penis_Bulge,"(penis bulge:1.4), (bulge through clothes:1.3), visible bulge in pants, erection through fabric, cock outline through clothing, tent in shorts, noticeable crotch bulge","nude, no clothes, flat crotch, no bulge",Visible penis bulge through clothing. Combos: CLOTHES_Fitness_Wear; THEME_Teasing. Future: key style for Futa+Femboy addon.,STATE
STATE_Pleasure_Ecstasy,"1girl, (pleasure face:1.3), ecstasy, euphoric, orgasmic expression, intense pleasure, blissful, climax face, overwhelmed with pleasure, shaking, trembling","neutral face, calm, composed",Extreme pleasure,STATE
STATE_Post_Orgasm_Sensitivity,"1girl, (post-orgasm sensitivity:1.3), (overstimulated:1.3), too sensitive, recoiling from touch, oversensitive, flinching after orgasm, trembling sensitivity","climaxing, relaxed, normal",Post-orgasm oversensitivity. Combos: ACTION_Forced_Orgasm; ACCESSORY_Vibrator_External; STATE_Exhausted_Used.,STATE
STATE_Ruined_Makeup,"1girl, (ruined makeup:1.3), (smeared mascara:1.2), running eyeliner, tear-streaked makeup, smudged lipstick, messy cosmetics, makeup running down face, raccoon eyes","clean makeup, perfect makeup, no makeup, pristine",Ruined / smeared makeup. Combos: STATE_Crying_Tears; ACTION_Deepthroat; FLUIDS_Facial_Cumshot; STATE_Exhausted_Used.,STATE
STATE_Slime_Covered,"1girl, (slime covered:1.4), (covered in slime:1.3), gooey body, dripping slime, mucus on skin, sticky translucent goo, slime all over, viscous fluid covering body","clean, dry, normal, cum only, water","Covered in monster slime / goo. Different from FLUIDS (organic slime, not cum). Combos: RACE_Slime_Girl; THEME_Monster_Tentacle; STATE_Exhausted_Used.",STATE
STATE_Spank_Marks,"1girl, (spank marks:1.4), (red handprint on ass:1.3), slap marks on butt, reddened ass cheeks, welts on buttocks, spanking aftermath, bruised ass","clean skin, unmarked, no marks, no redness",Visible spank marks / red handprints on ass. Result of spanking. Combos: ACTION_Spanking; THEME_BDSM_Pain; THEME_Maledom.,STATE
STATE_Sweaty_Wet,"1girl, sweaty, (glistening skin:1.3), perspiration, wet body, sweat drops, sweaty skin, drenched in sweat, shiny from sweat, moist skin","dry, clean, matte skin",Sweaty glistening skin,STATE
STATE_Trembling,"1girl, (trembling:1.3), (shaking:1.2), body trembling, quivering, shuddering, nervous trembling, fearful shaking, arousal trembling","still, calm, composed, steady",Trembling / shaking. Combos: THEME_Non_Con; STATE_Pleasure_Ecstasy; ACTION_Forced_Orgasm.,STATE
STYLE_3D_Render,"3d render, CGI, 3d art, rendered, computer graphics, 3d character, digital 3d, ray traced, 3dcg, modern 3d","2d, traditional anime, sketch",3D render style,STYLE
