name,prompt,negative_prompt,description,category
SCENE_Crystal_Cave,"crystal cave, (crystal cavern:1.2), giant crystals, prismatic light, underground gems, glowing minerals, cave crystals, mineral formations","bad anatomy, blurry, low quality, watermark",Crystal cave interior. Combos: LIGHTING_Bioluminescent_Glow; PALETTE_Cold_Blue.,SCENE
SCENE_Cult_Chamber,"cult chamber, (occult ritual room:1.2), candles in circle, arcane symbols, dark altar, hooded figures optional, ritual space, forbidden ceremony","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Occult cult chamber. Combos: THEME_Horror_Supernatural; THEME_Horror_Psychological; LIGHTING_Candlelight.,SCENE
SCENE_Cyberpunk_City,"cyberpunk city, neon lights, rainy streets, towering skyscrapers, holographic ads, futuristic urban, neon reflections","fantasy, nature, traditional",Cyberpunk setting. Combos: OUTFIT_Cyberpunk; LIGHTING_Neon_Purple_Pink; STYLE_Action_Game_Art.,SCENE
SCENE_Dark_Basement_Damp,"dark basement, (damp underground room:1.2), concrete walls, dripping water, single bare bulb, shadows in corners, horror basement, chains","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Dark damp basement. Combos: THEME_Horror_Slasher; LIGHTING_Dim_Dark.,SCENE
SCENE_Dark_Forest_Path,"dark forest path, (twisted gnarled trees:1.2), winding path, forest shadows, dappled moonlight, foreboding woods, ancient forest, creeping roots","bad anatomy, blurry, low quality, watermark",Dark forest path. Versatile — horror or fantasy. Combos: LIGHTING_Night_Moonlit; THEME_Horror_Supernatural.,SCENE
SCENE_Decrepit_Church,"decrepit church, (ruined gothic church:1.2), broken stained glass, fallen pews, altar with candles, crumbling stone, dark sacred space","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Ruined church. Combos: THEME_Horror_Supernatural; LIGHTING_Stained_Glass_Light; ARCHETYPE_Exorcist.,SCENE
SCENE_Desert_Oasis,"desert oasis, (palm trees in desert:1.2), sand dunes, water pool, caravans, hot sun, Middle Eastern desert, mirage, arid landscape","bad anatomy, blurry, low quality, watermark",Desert oasis scene. Combos: ARCHETYPE_Nomad; ATMOSPHERE_Sandstorm; LIGHTING_Golden_Hour_Sunset.,SCENE
SCENE_Dragon_Lair,"dragon lair, (cave with gold hoard:1.2), scattered treasure, dragon bones, glowing crystals, enormous cavern, fantasy dungeon, treasure pile","bad anatomy, blurry, low quality, watermark",Dragon lair environment. Combos: ANIMAL_Dragon; LIGHTING_Campfire_Warm; THEME_Fantasy_Adventure.,SCENE
SCENE_Enchanted_Grove,"enchanted grove, (magical glowing forest:1.2), bioluminescent plants, fairy lights, ancient magical trees, mystical clearing, nature magic","bad anatomy, blurry, low quality, watermark",Magical enchanted forest clearing. Combos: ATMOSPHERE_Fireflies; LIGHTING_Bioluminescent_Glow; RACE_Angel.,SCENE
SCENE_Fantasy_Ruins,"ancient ruins, crumbling stone, overgrown vines, broken columns, ethereal mist, forgotten temple, mystical atmosphere","modern, cafe, office",Fantasy ruins. Combos: ARCHETYPE_Warrior; ARCHETYPE_Succubus; LIGHTING_Volumetric_Rays.,SCENE
SCENE_Floating_Islands,"floating islands, (sky islands:1.2), islands in the clouds, waterfalls falling off edges, aerial view, fantasy sky world, cloud bridges","bad anatomy, blurry, low quality, watermark",Fantasy floating sky islands. Combos: LIGHTING_Golden_Hour_Sunset; ATMOSPHERE_Time_Blue_Hour.,SCENE
SCENE_Flooded_Ruins,"flooded ruins, (submerged building interior:1.2), water covering floor, waterlogged decay, flooded corridor, reflections in water, post-disaster","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Flooded interior ruins. Horror or post-apoc. Combos: LIGHTING_Emergency_Lights; THEME_SciFi_Post_Apocalyptic.,SCENE
SCENE_Foggy_Cemetery,"foggy cemetery, (graveyard in fog:1.2), tombstones, dead trees, low fog, iron fence, moonlit graves, crumbling mausoleum, ominous night","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Foggy cemetery. Combos: THEME_Horror_Supernatural; LIGHTING_Night_Moonlit; ATMOSPHERE_Weather_Dense_Fog.,SCENE
SCENE_Foggy_Swamp,"foggy swamp, (murky bayou:1.2), gnarled cypress trees, Spanish moss, stagnant water, fog, eerie swamp, lantern light, voodoo territory","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Horror swamp. Combos: THEME_Horror_Supernatural; LIGHTING_Candlelight; ATMOSPHERE_Weather_Dense_Fog.,SCENE
SCENE_Forest_Outdoor,"enchanted forest, tall trees, dappled light, mossy ground, nature, woodland path, soft sunlight through leaves","indoor, urban, futuristic",Fantasy forest. Combos: ARCHETYPE_Elf_Ranger; ARCHETYPE_Witch; LIGHTING_Golden_Hour_Sunset.,SCENE
SCENE_Frozen_Arctic_Ruins,"frozen arctic ruins, (ice-covered ancient structure:1.2), frozen wasteland, buried ruins under ice, arctic isolation, blizzard approaching, abandoned","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Frozen ruins. Horror or adventure. Combos: ATMOSPHERE_Weather_Snowstorm; THEME_Horror_Cosmic.,SCENE
SCENE_Garden_Flower,"flower garden, blooming garden, flower beds, garden path, rose garden, colorful flowers, botanical garden, outdoor flower setting, garden bench","indoor, dungeon, urban",Flower garden. Combos: SEASON_Spring_Cherry; OUTFIT_Boho; COMPANION_Butterfly (via ATMOSPHERE).,SCENE
SCENE_Gothic_Castle,"gothic castle, stone walls, stained glass, torchlight, grand hall, stone pillars, dark atmosphere, medieval interior","modern, cafe, beach, office",Gothic castle interior. Combos: ARCHETYPE_Demon_Queen; STYLE_Dark_Gothic; LIGHTING_Dramatic_Shadow.,SCENE
SCENE_Greenhouse,"glass greenhouse, botanical garden, plants everywhere, glass ceiling, tropical plants, garden conservatory, lush interior","urban, dark, outdoor bare",Glass greenhouse. Combos: OUTFIT_Cottagecore; SEASON_Spring_Cherry; LIGHTING_Soft_Warm.,SCENE
SCENE_Gym_Interior,"gym interior, (modern fitness gym:1.2), weight equipment, mirrors, treadmills, gym lighting, workout space, fitness center","bad anatomy, blurry, low quality, watermark",Modern gym. Combos: BODY_Male_Muscular; BODY_Muscular_Fit; ACTIVITY_Stretching.,SCENE
SCENE_Harbor_Port,"harbor port, (fantasy or historical harbor:1.2), sailing ships, docks, rigging, sea port, fishermen, seagulls, coastal town","bad anatomy, blurry, low quality, watermark",Harbor/port scene. Works for historical or fantasy. Combos: ARCHETYPE_Male_Sailor; ARCHETYPE_Pirate_Captain.,SCENE
SCENE_Haunted_Mansion,"haunted mansion, (Victorian haunted house:1.2), crumbling estate, broken windows, spider webs, dark hallways, creaking floors, abandoned grandeur","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Haunted mansion. Combos: THEME_Horror_Supernatural; LIGHTING_Candlelight; ATMOSPHERE_Fireflies.,SCENE
SCENE_Holographic_Interface_Room,"holographic room, (holo displays:1.2), floating screens, data visualization, neon holograms, control room, digital interface, cyber command","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Holographic tech room. Combos: ARCHETYPE_Hacker_Netrunner; LIGHTING_Neon_Colorful.,SCENE
SCENE_Hot_Spring,"outdoor hot spring, onsen, steam rising, rocks, bamboo, natural pool, peaceful nature, mountain backdrop","indoor, urban, battle",Peaceful onsen. Combos: OUTFIT_Traditional_Japanese; MOOD_Serene; SEASON_Winter_Snow.,SCENE
SCENE_Izakaya_Bar,"Japanese izakaya, (izakaya bar interior:1.2), wooden counter, sake bottles, paper lanterns, warm lighting, cozy Japanese bar, after-work drinks","bad anatomy, blurry, low quality, watermark",Japanese izakaya bar. Combos: LIGHTING_Candlelight; THEME_Slice_Of_Life_Cozy; STYLE_Anime_Classic.,SCENE
SCENE_Japanese_Night,"feudal japan, japanese architecture, torii gate, paper lanterns, wooden bridge, night atmosphere, traditional setting","modern, western, futuristic",Japanese night scene. Combos: ARCHETYPE_Kunoichi; ARCHETYPE_Shrine_Maiden; LIGHTING_Night_Moonlit; OUTFIT_Traditional_Japanese.,SCENE
SCENE_Launch_Pad,"rocket launch pad, (space launch facility:1.2), massive rocket, launch tower, steam venting, mission control, space program, countdown","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Rocket launch facility. Combos: ARCHETYPE_Astronaut; THEME_SciFi_Space_Opera.,SCENE
SCENE_Library,"grand library, bookshelves to ceiling, reading tables, warm lamp light, ancient books, wooden ladders, quiet atmosphere","outdoor, battle, beach",Library setting. Combos: ACTIVITY_Reading; ARCHETYPE_Witch; MOOD_Mysterious.,SCENE
SCENE_Liminal_Space,"(liminal space:1.3), empty corridor, abandoned pool, empty hallway, eerie empty space, backrooms aesthetic, transitional space","crowded, busy, populated",Unsettling liminal atmosphere. Combos: LIGHTING_Bright_Clinical; MOOD_Mysterious; PALETTE_Muted_Desaturated.,SCENE
SCENE_Magic_Academy,"magic academy, (wizarding school:1.2), floating books, arcane classroom, magical library, floating candles, runes on walls, alchemy lab","bad anatomy, blurry, low quality, watermark",Fantasy magic school. Combos: ARCHETYPE_Male_Mage; ARCHETYPE_Witch; LIGHTING_Stained_Glass_Light.,SCENE
SCENE_Medieval_Town_Square,"medieval town square, (cobblestone market:1.2), half-timbered buildings, market stalls, well, town crier, medieval crowds, European town","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Medieval European town square. Combos: ARCHETYPE_Male_Warrior; THEME_Fantasy_Adventure.,SCENE
SCENE_Mirror_Room,"mirror room, (infinite mirrors:1.2), reflections infinitely, disorienting space, broken mirrors, psychological horror, carnival mirror hall","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Mirror room for psychological horror. Combos: THEME_Horror_Psychological; LIGHTING_Bright_Clinical.,SCENE
SCENE_Mountain_Top,"mountain peak, panoramic view, clouds below, dramatic sky, rocky summit, wind, vast horizon","indoor, dungeon, cafe",Cinematic mountain vista. Combos: ACTIVITY_Gazing_Horizon; LIGHTING_Golden_Hour_Sunset; MOOD_Melancholic.,SCENE
SCENE_Neon_Megacity_Street,"neon megacity, (cyberpunk street level:1.2), massive skyscrapers, holographic ads, rain-slick streets, neon signs, crowded urban future","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Cyberpunk city street. Combos: LIGHTING_Neon_Colorful; OUTFIT_Cyberpunk; THEME_SciFi_Cyberpunk.,SCENE
SCENE_Night_Market,"night market, (Asian night market:1.2), food stalls, lanterns, crowds, street food, vendors, neon signs, lively evening market","bad anatomy, blurry, low quality, watermark",Asian night market. Combos: LIGHTING_Neon_Colorful; ATMOSPHERE_Fireflies; THEME_Slice_Of_Life_Cozy.,SCENE
SCENE_Observatory,"observatory, telescope, domed ceiling, star charts, astronomy equipment, space observation room, glass dome ceiling, night sky visible, planetarium","outdoor, dungeon, cafe",Observatory/planetarium. Combos: TIME_Midnight; ARCHETYPE_Scientist; MOOD_Dreamy.,SCENE
SCENE_Office,"modern office, desk, computer, city view through window, professional environment, clean corporate space","fantasy, dungeon, beach, outdoor",Office setting. Combos: ARCHETYPE_Office_Lady; OUTFIT_Business_Suit; MOOD_Confident.,SCENE
SCENE_Overgrown_Asylum,"overgrown asylum, (abandoned psychiatric hospital:1.2), nature reclaiming, vines through windows, old padded rooms, faded medical decor, decay","cheerful, bright colors, cute, kawaii, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Abandoned asylum reclaimed by nature. Combos: THEME_Horror_Psychological; ATMOSPHERE_Spores_Floating.,SCENE
SCENE_Park_Bench_Autumn,"park bench in autumn, (fall park scene:1.2), falling leaves, golden trees, peaceful park, solitary bench, autumn colors, quiet moment","bad anatomy, blurry, low quality, watermark",Autumn park bench. Combos: ATMOSPHERE_Season_Autumn; MOOD_Melancholic; MOOD_Serene.,SCENE
SCENE_Pirate_Ship_Deck,"pirate ship deck, (galleon deck:1.2), wooden planks, rigging, cannon ports, sea waves, jolly roger, ocean horizon, pirate crew","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Pirate ship deck. Combos: ARCHETYPE_Pirate_Captain; ARCHETYPE_Male_Sailor; WEATHER_Windy.,SCENE
SCENE_Post_Nuclear_Wasteland,"post-nuclear wasteland, (irradiated ruins:1.2), destroyed city ruins, dead trees, ash sky, rusted cars, fallout world, desolate landscape","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Post-apocalyptic wasteland. Combos: PALETTE_Muted_Desaturated; ATMOSPHERE_Ash_Falling; THEME_SciFi_Post_Apocalyptic.,SCENE
SCENE_Rainy_Window,"looking through rainy window, rain on glass, window with raindrops, cozy indoor rainy day, rain streaks on window, indoor watching rain","outdoor, dry, bright sunny",Rainy window interior. Combos: WEATHER_Heavy_Rain; MOOD_Melancholic; ACTIVITY_Reading. Iconic melancholic setup.,SCENE
SCENE_Renaissance_Workshop,"Renaissance workshop, (artist atelier:1.2), paintings on walls, sculpting tools, Italian architecture, creative space, Renaissance Italy","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Renaissance workshop/atelier. Combos: ARCHETYPE_Male_Scholar; ACTIVITY_Painting; THEME_Historical_Ancient.,SCENE
SCENE_Research_Laboratory,"research laboratory, (sci-fi lab:1.2), test tubes, holographic screens, sterile white environment, scientists, experiment chambers, advanced tech","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Sci-fi research lab. Combos: ARCHETYPE_Mad_Scientist; ARCHETYPE_Scientist; LIGHTING_Bright_Clinical.,SCENE
SCENE_Rooftop_Garden,"rooftop garden, (urban garden rooftop:1.2), plants and flowers, city skyline background, terrace garden, peaceful urban oasis, sunset view","bad anatomy, blurry, low quality, watermark",Rooftop garden. Combos: ATMOSPHERE_Time_Golden_Hour; THEME_Slice_Of_Life_Cozy.,SCENE
SCENE_Rooftop_Night,"rooftop at night, city skyline below, rooftop edge, urban rooftop, city lights below, night city view from above","indoor, forest, nature",Urban rooftop night. Combos: LIGHTING_Neon_Purple_Pink; TIME_Midnight; OUTFIT_Streetwear.,SCENE
SCENE_Royal_Palace_Hall,"royal palace hall, (grand throne hall:1.2), marble columns, red carpet, golden decor, banners hanging, opulent interior, royal court","bad anatomy, blurry, low quality, watermark",Royal palace interior. Combos: ARCHETYPE_Male_King; ARCHETYPE_Princess; MOOD_Elegant.,SCENE
SCENE_Ruins_Overgrown,"overgrown ruins, nature reclaiming building, ivy covered walls, crumbling structure, post-urban nature, moss and vines","pristine, clean, maintained",Nature-consumed ruins. Combos: ERA_Post_Apocalyptic; ARCHETYPE_Elf_Ranger; LIGHTING_Volumetric_Rays.,SCENE
SCENE_School_Classroom,"school classroom, desks, blackboard, chalk, school windows, afternoon light, empty classroom","outdoor, dungeon, office",School classroom. Combos: OUTFIT_School_Uniform; ACTIVITY_Reading; MOOD_Shy.,SCENE
SCENE_Server_Room,"server room, (data center:1.2), rows of servers, blinking lights, cooling fans, blue light, network infrastructure, digital backbone","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Server room/data center. Combos: ARCHETYPE_Hacker_Netrunner; LIGHTING_Screen_Glow.,SCENE
SCENE_Shopping_Mall,"shopping mall, (modern retail mall:1.2), escalators, brand stores, food court, shoppers, mall interior, commercial space, fountain","bad anatomy, blurry, low quality, watermark",Modern shopping mall. Combos: THEME_Slice_Of_Life_Cozy; LIGHTING_Bright_Clinical.,SCENE
SCENE_Silk_Road_Caravan,"Silk Road caravan, (desert trading route:1.2), camels, traders, Middle Eastern markets, ancient trade route, oasis stop, merchant tents","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Silk Road / ancient trade route. Combos: ARCHETYPE_Nomad; THEME_Historical_Ancient.,SCENE
SCENE_Snowy_Path,"snowy path, snow-covered trail, winter path, walking through snow, snowflakes falling, bare trees in snow, silent snowy landscape, deep snow","summer, tropical, indoor",Snowy winter path. Combos: SEASON_Winter_Snow; OUTFIT_Winter_Coat; ATMOSPHERE_Breath_Cold_Air.,SCENE
SCENE_Space_Colony_Dome,"space colony dome, (biodome on planet:1.2), transparent dome, cultivated interior, humans living in space, colony buildings, terraformed interior","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Space colony dome habitat. Combos: THEME_SciFi_Space_Opera; LIGHTING_Bright_Clinical.,SCENE
SCENE_Space_Debris_Field,"space debris field, (satellite graveyard:1.2), floating wreckage, old satellites, space junk, Earth in background, zero gravity debris","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Space debris field exterior. Combos: ARCHETYPE_Astronaut; THEME_SciFi_Space_Opera.,SCENE
SCENE_Space_Station_Interior,"space station interior, (zero gravity corridor:1.2), white futuristic panels, space windows with stars, sci-fi hallway, space base interior","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Space station interior. Combos: ARCHETYPE_Astronaut; LIGHTING_Bright_Clinical; THEME_SciFi_Space_Opera.,SCENE
SCENE_Stage_Performance,"concert stage, spotlight, stage lights, microphone, audience silhouette, performance venue, dramatic stage lighting","nature, outdoor, dungeon",Performance stage. Combos: ARCHETYPE_Idol; ACTIVITY_Dancing; LIGHTING_Neon_Colorful.,SCENE
SCENE_Submarine_Interior,"submarine interior, (deep sea vessel:1.2), porthole windows, dark ocean outside, cramped quarters, sonar room, bioluminescent creatures outside","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Submarine interior. Works for sci-fi or modern thriller. Combos: LIGHTING_Bioluminescent_Glow.,SCENE
SCENE_Tavern_Inn,"tavern interior, (medieval inn:1.2), wooden beams, fireplace, ale mugs, rowdy atmosphere, candle sconces, adventurer hangout, bar counter","bad anatomy, blurry, low quality, watermark",Medieval tavern interior. Combos: ARCHETYPE_Bard; LIGHTING_Candlelight; THEME_Fantasy_Cozy.,SCENE
SCENE_Throne_Room,"throne room, grand throne, ornate hall, royal chamber, imposing seat of power, regal interior","humble, outdoor, casual",Throne room setting. Combos: ARCHETYPE_Demon_Queen; MOOD_Confident; ERA_Medieval_Fantasy.,SCENE
SCENE_Train_Station_Platform,"train station platform, (commuter rail platform:1.2), trains passing, platform crowds, station signs, rushing commuters, metro station","bad anatomy, blurry, low quality, watermark",Train/metro station platform. Combos: WEATHER_Gentle_Rain; THEME_Slice_Of_Life_Cozy.,SCENE
SCENE_Underground_Bunker,"underground bunker, (military bunker interior:1.2), reinforced concrete, emergency lighting, blast doors, survival shelter, post-apocalyptic safe room","medieval, fantasy magic, natural landscape, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Bunker interior. Works for post-apoc or military. Combos: LIGHTING_Emergency_Lights; THEME_SciFi_Post_Apocalyptic.,SCENE
SCENE_Underground_Dungeon,"underground dungeon, (stone cell corridor:1.2), iron bars, torch sconces, dungeon corridor, dark stone walls, chains, medieval prison","bad anatomy, blurry, low quality, watermark",Dark dungeon corridor. Horror or fantasy. Combos: LIGHTING_Candlelight; THEME_Horror_Survival.,SCENE
SCENE_Vehicle_Interior,"vehicle interior, train window seat, car backseat, bus window, subway car, rain on window, night driving atmosphere","outdoor, open space, static room",Vehicle interior scene. Combos: WEATHER_Gentle_Rain; MOOD_Melancholic; TIME_Blue_Hour.,SCENE
SCENE_Victorian_Street,"Victorian street, (Victorian era London:1.2), gas lamps, horse carriages, cobblestone, Victorian architecture, top hats, fog, 1800s London","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Victorian era street. Combos: ARCHETYPE_Male_Detective; STYLE_Film_Noir_Classic; PALETTE_Sepia.,SCENE
SCENE_Village_Market,"fantasy village market, (medieval marketplace:1.2), market stalls, cobblestone, merchants, colorful banners, village square, fantasy town","bad anatomy, blurry, low quality, watermark",Fantasy village marketplace. Combos: ARCHETYPE_Nomad; ARCHETYPE_Shopkeeper; THEME_Fantasy_Cozy.,SCENE
SCENE_WW2_Trench,"WW2 trench, (wartime trench:1.2), muddy battlefield, barbed wire, soldiers, sandbags, grey sky, WWI or WWII warfare, war atmosphere","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",World War trench scene. Combos: ARCHETYPE_Soldier_Modern; THEME_Historical_War; PALETTE_Muted_Desaturated.,SCENE
SCENE_Wild_West_Town,"wild west town, (frontier town main street:1.2), saloon, wooden buildings, dusty road, hitching posts, wanted posters, cowboy era","modern clothing, contemporary, sci-fi, fantasy magic, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality",Wild West frontier town. Combos: ARCHETYPE_Male_Bounty_Hunter; THEME_Historical_Ancient.,SCENE
SCENE_Wizard_Tower,"wizard tower, (sorcerer's study:1.2), spiral stairs, magical artifacts, glowing orbs, star charts, telescope, arcane library, tower top","bad anatomy, blurry, low quality, watermark",Wizard's tower interior. Combos: ARCHETYPE_Male_Mage; ARCHETYPE_Witch; LIGHTING_Volumetric_Rays.,SCENE
STYLE_2000s_Y2K,"(Y2K aesthetic:1.2), early 2000s digital, chrome elements, translucent plastic, 2000s internet visual, early CGI feel, bubbly 2000s design","bad anatomy, blurry, low quality, watermark",2000s Y2K digital aesthetic. Combos: PALETTE_High_Contrast.,STYLE
STYLE_3D_Render,"3d render, 3d anime style, cgi anime, smooth 3d shading, rendered character, three-dimensional","flat 2d, sketchy, traditional",3D anime style. Combos: OUTFIT_Cyberpunk; STYLE_Action_Game_Art. NoobAI handles well.,STYLE
STYLE_70s_Grindhouse,"grindhouse film aesthetic, (1970s film look:1.2), gritty film grain, faded colors, exploitation film, pulp cinema, scratched film, retro horror poster","bad anatomy, blurry, low quality, watermark",1970s grindhouse film aesthetic. Combos: THEME_Horror_Slasher; PALETTE_Sepia.,STYLE
STYLE_80s_Synthwave_Neon,"(synthwave aesthetic:1.2), neon purple and pink, retrowave, grid lines, 80s electronic, outrun style, neon sunset, retro futurism 80s","bad anatomy, blurry, low quality, watermark",1980s synthwave/outrun aesthetic. Combos: PALETTE_Vaporwave; SCENE_Arcade_Retro; LIGHTING_Neon_Colorful.,STYLE
STYLE_80s_VHS,"(VHS tape aesthetic:1.2), video tape grain, scan lines, analog distortion, tracking error, 80s video quality, VHS glitch, home video","bad anatomy, blurry, low quality, watermark",VHS/analog tape aesthetic. Combos: EFFECTS_Chromatic_Aberration; THEME_Horror_Slasher.,STYLE
STYLE_90s_Retro,"90s anime style, retro anime aesthetic, classic 90s art, vintage anime, old school anime shading, cel shading","modern, digital, 3d, photorealistic",Retro nostalgic look. Combos: STYLE specific. Universal BODY.,STYLE
STYLE_Action_Game_Art,"action game art style, game character design, sharp rendering, vibrant saturated colors, game art aesthetic","soft, pastel, watercolor, sketchy",Game character render. Combos: ARCHETYPE_Warrior; ARCHETYPE_Kunoichi; BODY_Muscular_Fit. Best on NoobAI.,STYLE
STYLE_Anime_Classic,"anime style, classic anime art, clean lineart, anime shading, vibrant colors, standard anime aesthetic","realistic, photorealistic, western cartoon, 3d",Standard anime. Universal — works with all content. Good default.,STYLE
STYLE_Baroque,"baroque style, dramatic baroque painting, strong chiaroscuro, rich colors, dynamic composition, baroque portrait, theatrical drama, Caravaggio-inspired, old master painting","flat, minimal, modern, digital",Baroque painting style. Combos: LIGHTING_Dramatic_Shadow; LIGHTING_Candlelight; ARCHETYPE_Aristocrat_Noble. Conflicts: STYLE_Flat_Vector.,STYLE
STYLE_Body_Horror,"(body horror aesthetic:1.2), grotesque transformation, surreal body, organic horror, disturbing anatomy, biological horror, visceral surrealism","cute, clean, bad anatomy, blurry, low quality, watermark","Body horror art style — disturbing, surreal, not gore. Combos: THEME_Horror_Psychological; RACE_Undead.",STYLE
STYLE_Cell_Shading,"(cel shading:1.2), cell shaded, hard shadow cel, toon shading, sharp shadow anime, flat shadow render","painterly, soft shading, realistic",Cel-shaded cartoon look. Combos: ARCHETYPE styles; ACTIVITY_Fighting_Pose; OUTFIT_Fantasy_Armor.,STYLE
STYLE_Charcoal_Sketch,"charcoal drawing, charcoal sketch, black charcoal on white paper, smudged charcoal, academic drawing, charcoal texture, classical charcoal portrait","colored, digital, polished, painted",Traditional charcoal drawing. Combos: MOOD_Melancholic; LIGHTING_Dramatic_Shadow; ARCHETYPE_Warrior. Different feel from Sketch_Lineart.,STYLE
STYLE_Chibi,"chibi style, super deformed, cute chibi, big head small body, chibi proportions, kawaii chibi","realistic proportions, serious, dark",Chibi cute style. Combos: MOOD_Playful; ARCHETYPE_Magical_Girl. Conflicts: BODY styles (override proportions).,STYLE
STYLE_Clay_Render,"clay render, clay material, claymation aesthetic, matte clay texture, rounded soft shapes, stop motion feel, clay character","sharp, glossy, photorealistic, flat",Claymation/clay render aesthetic. Combos: MOOD_Playful; ARCHETYPE_Idol; STYLE_Chibi. Distinct from 3D_Render — matte rounded quality.,STYLE
STYLE_Colored_Pencil,"colored pencil art, colored pencil illustration, pencil stroke texture, waxy pencil shading, hand-drawn colored pencils, layered pencil marks, colored pencil realism","digital, flat, painted, photorealistic",Colored pencil medium. Combos: SCENE_Forest_Outdoor; MOOD_Serene; SEASON_Spring_Cherry. Warm nostalgic quality.,STYLE
STYLE_Comic_Book_Western,"(western comic book style:1.2), Marvel or DC aesthetic, bold inks, flat colors, dynamic poses, speech bubble ready, superhero art","bad anatomy, blurry, low quality, watermark",Western superhero comic style. Combos: BODY_Superhero_Build; CHARACTER_Action_Shot.,STYLE
STYLE_Concept_Art,"concept art style, character concept, design sheet feel, professional game concept, clean character design","painterly, sketchy, watercolor",Professional concept art. Combos: any archetype. Good for character showcases. Works well NoobAI + Illustrious.,STYLE
STYLE_Cosmic_Horror_Art,"(cosmic horror aesthetic:1.2), Lovecraftian, eldritch, non-Euclidean, impossible geometry, tentacles in distance, vast unknowable, dark surrealism","bad anatomy, blurry, low quality, watermark",Lovecraftian cosmic horror art style. Combos: THEME_Horror_Cosmic; PALETTE_Cold_Blue.,STYLE
STYLE_Dark_Fantasy_Anime,"(dark fantasy anime:1.2), dramatic anime with dark themes, berserk-style art, detailed dark rendering, intense anime, mature dark anime","bad anatomy, blurry, low quality, watermark",Dark fantasy anime (Berserk-style). Combos: THEME_Fantasy_Dark; ARCHETYPE_Cursed_Knight.,STYLE
